Type	Filename	Filename with path	Line	Column	Column(0 indexed)	Message level	Message number	Message number (4 digits)	Message text	Message help file	Verbose text	Rule	Group id
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	250	5	4	1	3408	3408	 'transmit_Info' has external linkage and is being defined without any previous declaration.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3408.html		Rule-8.4	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	253	35	34	1	1031	1031	 [C99] Initializer for 'struct', 'union' or array type is not a constant expression.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\1031.html		Dir-1.1	M3CM-2
++  WARNING ++	encrypt.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\encrypt.c	258	2	1	1	914	0914	 [U] Source file does not end with a newline character.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0914.html		Rule-1.3	M3CM-2
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	20	1	0	1	857	0857	 [L] Number of macro definitions exceeds 1024 - program does not conform strictly to ISO:C90.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0857.html		Dir-1.1	M3CM-2
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	37	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	37	5	4	1	2889	2889	 This function has more than one 'return' path.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2889.html		Rule-15.5	M3CM-3
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	77	10	9	0	1572	1572	 Return statement here.			CMN-0.5	CMN-0
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	49	12	11	0	1572	1572	 Return statement here.			CMN-0.5	CMN-0
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	40	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	43	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	43	7	6	1	2981	2981	 This initialization is redundant. The value of this object is never used before being modified.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2981.html		Rule-2.2	M3CM-2
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	59	9	8	0	1585	1585	 Next set here.			CMN-0.5	CMN-0
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	53	5	4	1	2212	2212	 Body of control statement is not enclosed within braces.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2212.html		Rule-15.6	M3CM-2
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	63	11	10	1	2212	2212	 Body of control statement is not enclosed within braces.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2212.html		Rule-15.6	M3CM-2
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	63	21	20	1	3395	3395	 Extra parentheses recommended. A * or / operation is the operand of a + or - operator.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3395.html		Rule-12.1	M3CM-3
++  WARNING ++	matrix_multiply.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\encrypt\src\matrix_multiply.c	63	21	20	1	3390	3390	 Expression is equivalent to: "sum = sum + ((M1->matrix[c][k]) * (M2->matrix[k][d]))"	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3390.html		CMN-0.5	CMN-0
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	23	1	0	1	857	0857	 [L] Number of macro definitions exceeds 1024 - program does not conform strictly to ISO:C90.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0857.html		Dir-1.1	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	43	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	48	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	54	5	4	1	3200	3200	 'Place_Order' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	57	28	27	1	1803	1803	 The right-hand operand (essential type: 'signed int') will be implicitly converted to a floating type, 'float', in this equality operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\1803.html		Rule-10.4	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	59	9	8	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	59	9	8	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	63	9	8	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	63	9	8	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	63	41	40	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	99	1	0	1	601	0601	 [E] Function 'main()' is not of type 'int (void)' or 'int (int, char *[])'.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0601.html		Rule-1.2	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	104	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	107	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	113	17	16	1	2956	2956	 Definite: Using object 'argv' with tainted value.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2956.html		Dir-4.14	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	98	32	31	0	1586	1586	 Previously set here.			CMN-0.5	CMN-0
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	113	23	22	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	134	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	134	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	134	53	52	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	138	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	138	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	144	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	144	17	16	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	144	17	16	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	149	17	16	1	2781	2781	 Definite: Function argument has fewer elements than the array dimension in the parameter declaration for non-inlined call.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2781.html		Rule-17.5	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	149	17	16	1	3200	3200	 'Pay_The_Bill' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	152	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	152	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	152	57	56	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	156	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	156	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	168	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	168	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	172	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	172	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	172	57	56	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	180	17	16	1	3200	3200	 'Place_Order' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	180	35	34	1	2961	2961	 Definite: Using value of uninitialized automatic object 'order'.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2961.html		Rule-9.1	M3CM-1
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	101	23	22	0	1594	1594	 'order' declared here.			CMN-0.5	CMN-0
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	183	34	33	1	3344	3344	 Controlling expression is not an 'essentially Boolean' expression.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3344.html		Rule-14.4	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	185	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	185	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	189	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	189	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	189	61	60	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	207	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	207	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	207	53	52	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	211	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	211	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	215	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	215	17	16	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	215	17	16	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	220	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	220	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	220	57	56	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	224	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	224	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	238	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	238	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	242	21	20	1	3200	3200	 'printf' returns a value which is not being used.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3200.html		Rule-17.7	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	242	21	20	1	5124	5124	 The Standard Library input/output functions shall not be used	C:\Vector\tools\PRQA\doc-en_US\messages\5124.html		Rule-21.6	M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	242	57	56	1	3440	3440	 Using the value resulting from a ++ or -- operation.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\3440.html		Rule-13.3	M3CM-3
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	245	12	11	1	2016	2016	 This 'switch' statement 'default' clause is empty.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\2016.html		Rule-16.4	M3CM-2
++  WARNING ++	ctypes.h	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\inc\ctypes.h	2	2	1	1	603	0603	 [U] The macro identifier '_TUTORIAL_TYPES_H_' is reserved.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0603.html		Rule-1.3,Rule-21.1	M3CM-2,M3CM-2
++  WARNING ++	waiting_list.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\src\waiting_list.c	25	10	9	0	1599	1599	 Included from here.			CMN-0.5	CMN-0
++  WARNING ++	ctypes.h	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\inc\ctypes.h	2	9	8	1	602	0602	 [U] The identifier '_TUTORIAL_TYPES_H_' is reserved for use by the library.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0602.html		Rule-1.3,Rule-21.2	M3CM-2,M3CM-2
++  WARNING ++	waiting_list.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\src\waiting_list.c	25	10	9	0	1599	1599	 Included from here.			CMN-0.5	CMN-0
++  WARNING ++	ctypes.h	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\inc\ctypes.h	42	0	4294967295	1	5209	5209	 Use of basic type 'float'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	manager.h	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\inc\manager.h	2	2	1	1	603	0603	 [U] The macro identifier '__MANAGER_H' is reserved.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0603.html		Rule-1.3,Rule-21.1	M3CM-2,M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	24	10	9	0	1599	1599	 Included from here.			CMN-0.5	CMN-0
++  WARNING ++	manager.h	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\inc\manager.h	2	9	8	1	602	0602	 [U] The identifier '__MANAGER_H' is reserved for use by the library.	C:\vector\tools\PRQA\PRQA-Framework-2.2.0\components\qac-9.3.1\doc-en_US\messages\0602.html		Rule-1.3,Rule-21.2	M3CM-2,M3CM-2
++  WARNING ++	pos_driver.c	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\main\pos_driver.c	24	10	9	0	1599	1599	 Included from here.			CMN-0.5	CMN-0
++  WARNING ++	manager.h	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\inc\manager.h	6	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
++  WARNING ++	manager.h	C:\Users\vaprti\vector\github\PointOfSales_v2\CurrentRelease\order_entry\inc\manager.h	10	0	4294967295	1	5209	5209	 Use of basic type 'int'.	C:\Vector\tools\PRQA\doc-en_US\messages\5209.html		Dir-4.6	M3CM-3
